   0.1510485E+09   0.1981050E+05  -0.3838754E+10   0.0000000E+00   0.1493875E+24  -0.7775294E+19  -0.5101721E+11   0.6808831E+02   0.2813543E+22   0.4884779E+09   0.1756079E+35  -0.1567703E+51   0.3678623E+51   0.4191071E+51   0.6005245E+24
   0.1531577E+09   0.1904156E+05  -0.3771527E+10   0.0000000E+00   0.1410127E+24  -0.7668430E+19  -0.4996820E+11   0.6808831E+02   0.3570115E+22   0.5586794E+09   0.1756080E+35  -0.1567703E+51   0.3678623E+51   0.4191071E+51   0.6260339E+24
   0.1552963E+09   0.1878392E+05  -0.3748158E+10   0.0000000E+00   0.1369492E+24  -0.7563038E+19  -0.4860146E+11   0.6808831E+02   0.3313651E+22   0.5426342E+09   0.1756081E+35  -0.1567703E+51   0.3678623E+51   0.4191071E+51   0.6526268E+24
   0.1574648E+09   0.1832157E+05  -0.3723275E+10   0.0000000E+00   0.1318612E+24  -0.7459098E+19  -0.4727210E+11   0.6808831E+02   0.3216508E+22   0.5407828E+09   0.1756082E+35  -0.1567703E+51   0.3678623E+51   0.4191071E+51   0.6803493E+24
   0.1596636E+09   0.1796487E+05  -0.3696722E+10   0.0000000E+00   0.1274627E+24  -0.7356589E+19  -0.4597910E+11   0.6808831E+02   0.3110634E+22   0.5372274E+09   0.1756084E+35  -0.1567703E+51   0.3678623E+51   0.4191071E+51   0.7092495E+24
   0.1618930E+09   0.1759333E+05  -0.3671009E+10   0.0000000E+00   0.1230958E+24  -0.7255491E+19  -0.4472147E+11   0.6808831E+02   0.3004966E+22   0.5335408E+09   0.1756085E+35  -0.1567703E+51   0.3678623E+51   0.4191071E+51   0.7393773E+24
   0.1641536E+09   0.1723224E+05  -0.3645383E+10   0.0000000E+00   0.1188920E+24  -0.7155786E+19  -0.4349824E+11   0.6808831E+02   0.2902945E+22   0.5298727E+09   0.1756086E+35  -0.1567703E+51   0.3678623E+51   0.4191071E+51   0.7707849E+24
   0.1664458E+09   0.1687870E+05  -0.3619921E+10   0.0000000E+00   0.1148319E+24  -0.7057453E+19  -0.4230847E+11   0.6808831E+02   0.2804458E+22   0.5262334E+09   0.1756088E+35  -0.1567703E+51   0.3678623E+51   0.4191071E+51   0.8035266E+24
   0.1687700E+09   0.1653237E+05  -0.3594637E+10   0.0000000E+00   0.1109101E+24  -0.6960475E+19  -0.4115124E+11   0.6808831E+02   0.2709312E+22   0.5226192E+09   0.1756089E+35  -0.1567703E+51   0.3678623E+51   0.4191071E+51   0.8376592E+24
   0.1711266E+09   0.1619315E+05  -0.3569524E+10   0.0000000E+00   0.1071221E+24  -0.6864832E+19  -0.4002567E+11   0.6808831E+02   0.2617396E+22   0.5190300E+09   0.1756090E+35  -0.1567703E+51   0.3678623E+51   0.4191071E+51   0.8732416E+24
