   0.1510485E+09   0.7576912E+05  -0.2441147E+10   0.0000000E+00   0.2513748E+24  -0.3693721E+19  -0.2385677E+11   0.2533078E+02
   0.1531577E+09   0.7293713E+05  -0.2399917E+10   0.0000000E+00   0.2374148E+24  -0.3643749E+19  -0.2336629E+11   0.2533078E+02
   0.1552963E+09   0.7194769E+05  -0.2378167E+10   0.0000000E+00   0.2301355E+24  -0.3594465E+19  -0.2272728E+11   0.2533078E+02
   0.1574648E+09   0.7027047E+05  -0.2365187E+10   0.0000000E+00   0.2221793E+24  -0.3545860E+19  -0.2210575E+11   0.2533078E+02
   0.1596636E+09   0.6880026E+05  -0.2348572E+10   0.0000000E+00   0.2144910E+24  -0.3497924E+19  -0.2150122E+11   0.2533078E+02
   0.1618930E+09   0.6741250E+05  -0.2331696E+10   0.0000000E+00   0.2071740E+24  -0.3450647E+19  -0.2091323E+11   0.2533078E+02
   0.1641536E+09   0.6603797E+05  -0.2315106E+10   0.0000000E+00   0.2000835E+24  -0.3404022E+19  -0.2034131E+11   0.2533078E+02
   0.1664458E+09   0.6468943E+05  -0.2298649E+10   0.0000000E+00   0.1932317E+24  -0.3358038E+19  -0.1978504E+11   0.2533078E+02
   0.1687700E+09   0.6336945E+05  -0.2282292E+10   0.0000000E+00   0.1866152E+24  -0.3312687E+19  -0.1924399E+11   0.2533078E+02
   0.1711266E+09   0.6207665E+05  -0.2266044E+10   0.0000000E+00   0.1802250E+24  -0.3267960E+19  -0.1871773E+11   0.2533078E+02
   0.1735162E+09   0.6081033E+05  -0.2249905E+10   0.0000000E+00   0.1740530E+24  -0.3223849E+19  -0.1820587E+11   0.2533078E+02
   0.1759391E+09   0.5956997E+05  -0.2233874E+10   0.0000000E+00   0.1680920E+24  -0.3180345E+19  -0.1770800E+11   0.2533078E+02
   0.1783958E+09   0.5835507E+05  -0.2217950E+10   0.0000000E+00   0.1623347E+24  -0.3137440E+19  -0.1722376E+11   0.2533078E+02
   0.1808869E+09   0.5716508E+05  -0.2202132E+10   0.0000000E+00   0.1567741E+24  -0.3095126E+19  -0.1675276E+11   0.2533078E+02
   0.1834127E+09   0.5599951E+05  -0.2186421E+10   0.0000000E+00   0.1514036E+24  -0.3053394E+19  -0.1629464E+11   0.2533078E+02
   0.1859738E+09   0.5485784E+05  -0.2170814E+10   0.0000000E+00   0.1462166E+24  -0.3012236E+19  -0.1584905E+11   0.2533078E+02
   0.1885706E+09   0.5373958E+05  -0.2155312E+10   0.0000000E+00   0.1412070E+24  -0.2971645E+19  -0.1541565E+11   0.2533078E+02
   0.1912038E+09   0.5264426E+05  -0.2139913E+10   0.0000000E+00   0.1363685E+24  -0.2931613E+19  -0.1499410E+11   0.2533078E+02
   0.1938737E+09   0.5157140E+05  -0.2124617E+10   0.0000000E+00   0.1316955E+24  -0.2892131E+19  -0.1458408E+11   0.2533078E+02
   0.1965808E+09   0.5052055E+05  -0.2109422E+10   0.0000000E+00   0.1271822E+24  -0.2853193E+19  -0.1418528E+11   0.2533078E+02
   0.1993258E+09   0.4949124E+05  -0.2094330E+10   0.0000000E+00   0.1228233E+24  -0.2814791E+19  -0.1379738E+11   0.2533078E+02
   0.2021091E+09   0.4848303E+05  -0.2079338E+10   0.0000000E+00   0.1186133E+24  -0.2776918E+19  -0.1342010E+11   0.2533078E+02
   0.2049313E+09   0.4749550E+05  -0.2064445E+10   0.0000000E+00   0.1145473E+24  -0.2739565E+19  -0.1305313E+11   0.2533078E+02
   0.2077928E+09   0.4652822E+05  -0.2049652E+10   0.0000000E+00   0.1106203E+24  -0.2702727E+19  -0.1269620E+11   0.2533078E+02
   0.2106944E+09   0.4558076E+05  -0.2034958E+10   0.0000000E+00   0.1068275E+24  -0.2666396E+19  -0.1234903E+11   0.2533078E+02
   0.2136364E+09   0.4465273E+05  -0.2020361E+10   0.0000000E+00   0.1031645E+24  -0.2630564E+19  -0.1201136E+11   0.2533078E+02
   0.2166196E+09   0.4374373E+05  -0.2005861E+10   0.0000000E+00   0.9962676E+23  -0.2595226E+19  -0.1168292E+11   0.2533078E+02
