   0.1510485E+09   0.4820099E+05  -0.3598976E+10   0.0000000E+00   0.3260928E+24  -0.7102814E+19  -0.4649636E+11   0.4433713E+02   0.1035416E+23   0.6007391E+09   0.1600465E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.6005245E+24
   0.1531577E+09   0.4633588E+05  -0.3536530E+10   0.0000000E+00   0.3078344E+24  -0.7005420E+19  -0.4554034E+11   0.4433713E+02   0.1168563E+23   0.6479365E+09   0.1600468E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.6260339E+24
   0.1552963E+09   0.4568618E+05  -0.3514501E+10   0.0000000E+00   0.2987605E+24  -0.6909367E+19  -0.4429476E+11   0.4433713E+02   0.1107901E+23   0.6361368E+09   0.1600471E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.6526268E+24
   0.1574648E+09   0.4460201E+05  -0.3489735E+10   0.0000000E+00   0.2879079E+24  -0.6814637E+19  -0.4308325E+11   0.4433713E+02   0.1081006E+23   0.6354443E+09   0.1600474E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.6803493E+24
   0.1596636E+09   0.4372752E+05  -0.3464807E+10   0.0000000E+00   0.2782380E+24  -0.6721211E+19  -0.4190488E+11   0.4433713E+02   0.1044634E+23   0.6310358E+09   0.1600477E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.7092495E+24
   0.1618930E+09   0.4282067E+05  -0.3440754E+10   0.0000000E+00   0.2686979E+24  -0.6629072E+19  -0.4075873E+11   0.4433713E+02   0.1009100E+23   0.6266991E+09   0.1600480E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.7393773E+24
   0.1641536E+09   0.4194357E+05  -0.3416607E+10   0.0000000E+00   0.2595157E+24  -0.6538201E+19  -0.3964394E+11   0.4433713E+02   0.9748879E+22   0.6223972E+09   0.1600484E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.7707849E+24
   0.1664458E+09   0.4108429E+05  -0.3392642E+10   0.0000000E+00   0.2506480E+24  -0.6448582E+19  -0.3855964E+11   0.4433713E+02   0.9418460E+22   0.6181237E+09   0.1600487E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.8035266E+24
   0.1687700E+09   0.4024233E+05  -0.3368843E+10   0.0000000E+00   0.2420815E+24  -0.6360196E+19  -0.3750500E+11   0.4433713E+02   0.9099219E+22   0.6138803E+09   0.1600490E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.8376592E+24
   0.1711266E+09   0.3941773E+05  -0.3345205E+10   0.0000000E+00   0.2338077E+24  -0.6273028E+19  -0.3647921E+11   0.4433713E+02   0.8790815E+22   0.6096661E+09   0.1600494E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.8732416E+24
   0.1735162E+09   0.3861006E+05  -0.3321728E+10   0.0000000E+00   0.2258162E+24  -0.6187060E+19  -0.3548147E+11   0.4433713E+02   0.8492884E+22   0.6054811E+09   0.1600497E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.9103355E+24
   0.1759391E+09   0.3781900E+05  -0.3298410E+10   0.0000000E+00   0.2180976E+24  -0.6102275E+19  -0.3451103E+11   0.4433713E+02   0.8205068E+22   0.6013251E+09   0.1600501E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.9490051E+24
   0.1783958E+09   0.3704419E+05  -0.3275251E+10   0.0000000E+00   0.2106424E+24  -0.6018658E+19  -0.3356713E+11   0.4433713E+02   0.7927023E+22   0.5971979E+09   0.1600505E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.9893174E+24
   0.1808869E+09   0.3628529E+05  -0.3252248E+10   0.0000000E+00   0.2034417E+24  -0.5936192E+19  -0.3264904E+11   0.4433713E+02   0.7658417E+22   0.5930993E+09   0.1600508E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.1031342E+25
   0.1834127E+09   0.3554200E+05  -0.3229402E+10   0.0000000E+00   0.1964868E+24  -0.5854862E+19  -0.3175607E+11   0.4433713E+02   0.7398929E+22   0.5890292E+09   0.1600512E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.1075152E+25
   0.1859738E+09   0.3481397E+05  -0.3206711E+10   0.0000000E+00   0.1897694E+24  -0.5774651E+19  -0.3088752E+11   0.4433713E+02   0.7148250E+22   0.5849872E+09   0.1600516E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.1120823E+25
   0.1885706E+09   0.3410090E+05  -0.3184173E+10   0.0000000E+00   0.1832813E+24  -0.5695545E+19  -0.3004273E+11   0.4433713E+02   0.6906080E+22   0.5809733E+09   0.1600520E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.1168433E+25
   0.1912038E+09   0.3340248E+05  -0.3161789E+10   0.0000000E+00   0.1770146E+24  -0.5617528E+19  -0.2922105E+11   0.4433713E+02   0.6672129E+22   0.5769871E+09   0.1600524E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.1218067E+25
   0.1938737E+09   0.3271841E+05  -0.3139556E+10   0.0000000E+00   0.1709620E+24  -0.5540586E+19  -0.2842184E+11   0.4433713E+02   0.6446119E+22   0.5730287E+09   0.1600528E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.1269808E+25
   0.1965808E+09   0.3204839E+05  -0.3117474E+10   0.0000000E+00   0.1651160E+24  -0.5464702E+19  -0.2764449E+11   0.4433713E+02   0.6227780E+22   0.5690976E+09   0.1600532E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.1323748E+25
   0.1993258E+09   0.3139214E+05  -0.3095541E+10   0.0000000E+00   0.1594696E+24  -0.5389864E+19  -0.2688841E+11   0.4433713E+02   0.6016850E+22   0.5651939E+09   0.1600537E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.1379978E+25
   0.2021091E+09   0.3074937E+05  -0.3073757E+10   0.0000000E+00   0.1540160E+24  -0.5316056E+19  -0.2615300E+11   0.4433713E+02   0.5813079E+22   0.5613171E+09   0.1600541E+35  -0.2997272E+51   0.3637816E+51   0.4408845E+51   0.1438598E+25
