   0.1510485E+09   0.1098293E+06  -0.3202986E+10   0.0000000E+00   0.6129596E+24  -0.6063195E+19  -0.3946437E+11   0.2700197E+02   0.3468833E+23   0.7283052E+09   0.1358415E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1531577E+09   0.1056658E+06  -0.3148604E+10   0.0000000E+00   0.5788330E+24  -0.5980531E+19  -0.3865299E+11   0.2700197E+02   0.3632154E+23   0.7564222E+09   0.1358422E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1552963E+09   0.1042177E+06  -0.3122988E+10   0.0000000E+00   0.5613214E+24  -0.5899005E+19  -0.3759591E+11   0.2700197E+02   0.3522748E+23   0.7510694E+09   0.1358428E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1574648E+09   0.1017669E+06  -0.3104606E+10   0.0000000E+00   0.5415644E+24  -0.5818601E+19  -0.3656773E+11   0.2700197E+02   0.3397765E+23   0.7458590E+09   0.1358435E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1596636E+09   0.9968161E+05  -0.3082528E+10   0.0000000E+00   0.5230030E+24  -0.5739304E+19  -0.3556768E+11   0.2700197E+02   0.3283113E+23   0.7408822E+09   0.1358442E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1618930E+09   0.9765889E+05  -0.3060637E+10   0.0000000E+00   0.5051554E+24  -0.5661098E+19  -0.3459498E+11   0.2700197E+02   0.3172269E+23   0.7357926E+09   0.1358450E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1641536E+09   0.9566019E+05  -0.3039035E+10   0.0000000E+00   0.4878729E+24  -0.5583969E+19  -0.3364889E+11   0.2700197E+02   0.3064956E+23   0.7307509E+09   0.1358457E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1664458E+09   0.9370366E+05  -0.3017563E+10   0.0000000E+00   0.4711811E+24  -0.5507902E+19  -0.3272867E+11   0.2700197E+02   0.2961255E+23   0.7257422E+09   0.1358464E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1687700E+09   0.9178787E+05  -0.2996233E+10   0.0000000E+00   0.4550613E+24  -0.5432882E+19  -0.3183363E+11   0.2700197E+02   0.2861088E+23   0.7207686E+09   0.1358472E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1711266E+09   0.8991134E+05  -0.2975046E+10   0.0000000E+00   0.4394919E+24  -0.5358895E+19  -0.3096306E+11   0.2700197E+02   0.2764319E+23   0.7158297E+09   0.1358480E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1735162E+09   0.8807332E+05  -0.2954003E+10   0.0000000E+00   0.4244542E+24  -0.5285926E+19  -0.3011631E+11   0.2700197E+02   0.2670830E+23   0.7109250E+09   0.1358488E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1759391E+09   0.8627303E+05  -0.2933102E+10   0.0000000E+00   0.4099301E+24  -0.5213962E+19  -0.2929271E+11   0.2700197E+02   0.2580511E+23   0.7060545E+09   0.1358496E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1783958E+09   0.8450971E+05  -0.2912341E+10   0.0000000E+00   0.3959021E+24  -0.5142988E+19  -0.2849164E+11   0.2700197E+02   0.2493255E+23   0.7012178E+09   0.1358505E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1808869E+09   0.8278258E+05  -0.2891720E+10   0.0000000E+00   0.3823533E+24  -0.5072991E+19  -0.2771249E+11   0.2700197E+02   0.2408957E+23   0.6964147E+09   0.1358513E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1834127E+09   0.8109091E+05  -0.2871238E+10   0.0000000E+00   0.3692673E+24  -0.5003958E+19  -0.2695464E+11   0.2700197E+02   0.2327517E+23   0.6916450E+09   0.1358522E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1859738E+09   0.7943396E+05  -0.2850894E+10   0.0000000E+00   0.3566283E+24  -0.4935875E+19  -0.2621752E+11   0.2700197E+02   0.2248838E+23   0.6869085E+09   0.1358531E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1885706E+09   0.7781103E+05  -0.2830686E+10   0.0000000E+00   0.3444211E+24  -0.4868729E+19  -0.2550056E+11   0.2700197E+02   0.2172827E+23   0.6822049E+09   0.1358540E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1912038E+09   0.7622140E+05  -0.2810615E+10   0.0000000E+00   0.3326309E+24  -0.4802507E+19  -0.2480322E+11   0.2700197E+02   0.2099391E+23   0.6775341E+09   0.1358549E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1938737E+09   0.7466440E+05  -0.2790678E+10   0.0000000E+00   0.3212436E+24  -0.4737197E+19  -0.2412494E+11   0.2700197E+02   0.2028445E+23   0.6728957E+09   0.1358559E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1965808E+09   0.7313936E+05  -0.2770876E+10   0.0000000E+00   0.3102453E+24  -0.4672786E+19  -0.2346522E+11   0.2700197E+02   0.1959904E+23   0.6682896E+09   0.1358568E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.1993258E+09   0.7164562E+05  -0.2751207E+10   0.0000000E+00   0.2996228E+24  -0.4609262E+19  -0.2282354E+11   0.2700197E+02   0.1893685E+23   0.6637155E+09   0.1358578E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2021091E+09   0.7018253E+05  -0.2731669E+10   0.0000000E+00   0.2893632E+24  -0.4546611E+19  -0.2219942E+11   0.2700197E+02   0.1829710E+23   0.6591733E+09   0.1358588E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2049313E+09   0.6874947E+05  -0.2712263E+10   0.0000000E+00   0.2794542E+24  -0.4484823E+19  -0.2159236E+11   0.2700197E+02   0.1767904E+23   0.6546626E+09   0.1358599E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2077928E+09   0.6734581E+05  -0.2692988E+10   0.0000000E+00   0.2698838E+24  -0.4423886E+19  -0.2100191E+11   0.2700197E+02   0.1708191E+23   0.6501834E+09   0.1358609E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2106944E+09   0.6597095E+05  -0.2673841E+10   0.0000000E+00   0.2606405E+24  -0.4363787E+19  -0.2042760E+11   0.2700197E+02   0.1650502E+23   0.6457353E+09   0.1358620E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2136364E+09   0.6462431E+05  -0.2654823E+10   0.0000000E+00   0.2517130E+24  -0.4304516E+19  -0.1986901E+11   0.2700197E+02   0.1594767E+23   0.6413182E+09   0.1358631E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2166196E+09   0.6330530E+05  -0.2635933E+10   0.0000000E+00   0.2430907E+24  -0.4246060E+19  -0.1932569E+11   0.2700197E+02   0.1540920E+23   0.6369318E+09   0.1358642E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2196443E+09   0.6201334E+05  -0.2617169E+10   0.0000000E+00   0.2347630E+24  -0.4188408E+19  -0.1879723E+11   0.2700197E+02   0.1488897E+23   0.6325760E+09   0.1358653E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2227114E+09   0.6074790E+05  -0.2598531E+10   0.0000000E+00   0.2267200E+24  -0.4131551E+19  -0.1828323E+11   0.2700197E+02   0.1438636E+23   0.6282505E+09   0.1358665E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2258212E+09   0.5950841E+05  -0.2580017E+10   0.0000000E+00   0.2189519E+24  -0.4075475E+19  -0.1778328E+11   0.2700197E+02   0.1390078E+23   0.6239551E+09   0.1358677E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2289745E+09   0.5829435E+05  -0.2561628E+10   0.0000000E+00   0.2114493E+24  -0.4020172E+19  -0.1729701E+11   0.2700197E+02   0.1343164E+23   0.6196896E+09   0.1358689E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2321718E+09   0.5710520E+05  -0.2543362E+10   0.0000000E+00   0.2042032E+24  -0.3965629E+19  -0.1682404E+11   0.2700197E+02   0.1297839E+23   0.6154539E+09   0.1358702E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2354137E+09   0.5594044E+05  -0.2525218E+10   0.0000000E+00   0.1972047E+24  -0.3911837E+19  -0.1636400E+11   0.2700197E+02   0.1254048E+23   0.6112476E+09   0.1358714E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2387010E+09   0.5479957E+05  -0.2507195E+10   0.0000000E+00   0.1904456E+24  -0.3858786E+19  -0.1591655E+11   0.2700197E+02   0.1211741E+23   0.6070707E+09   0.1358727E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2420341E+09   0.5368210E+05  -0.2489293E+10   0.0000000E+00   0.1839175E+24  -0.3806464E+19  -0.1548134E+11   0.2700197E+02   0.1170865E+23   0.6029228E+09   0.1358741E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2454137E+09   0.5258755E+05  -0.2471510E+10   0.0000000E+00   0.1776126E+24  -0.3754863E+19  -0.1505803E+11   0.2700197E+02   0.1131374E+23   0.5988039E+09   0.1358754E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2488406E+09   0.5151544E+05  -0.2453847E+10   0.0000000E+00   0.1715233E+24  -0.3703972E+19  -0.1464629E+11   0.2700197E+02   0.1093219E+23   0.5947136E+09   0.1358768E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2523153E+09   0.5046532E+05  -0.2436301E+10   0.0000000E+00   0.1656422E+24  -0.3653781E+19  -0.1424582E+11   0.2700197E+02   0.1056356E+23   0.5906519E+09   0.1358782E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2558385E+09   0.4943674E+05  -0.2418872E+10   0.0000000E+00   0.1599623E+24  -0.3604280E+19  -0.1385630E+11   0.2700197E+02   0.1020740E+23   0.5866185E+09   0.1358797E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2594110E+09   0.4842924E+05  -0.2401559E+10   0.0000000E+00   0.1544765E+24  -0.3555461E+19  -0.1347743E+11   0.2700197E+02   0.9863301E+22   0.5826132E+09   0.1358811E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2630333E+09   0.4744241E+05  -0.2384362E+10   0.0000000E+00   0.1491784E+24  -0.3507314E+19  -0.1310893E+11   0.2700197E+02   0.9530844E+22   0.5786358E+09   0.1358826E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2667062E+09   0.4647580E+05  -0.2367280E+10   0.0000000E+00   0.1440615E+24  -0.3459829E+19  -0.1275051E+11   0.2700197E+02   0.9209635E+22   0.5746862E+09   0.1358842E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2704303E+09   0.4552902E+05  -0.2350311E+10   0.0000000E+00   0.1391195E+24  -0.3412998E+19  -0.1240188E+11   0.2700197E+02   0.8899295E+22   0.5707641E+09   0.1358857E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2742065E+09   0.4460164E+05  -0.2333455E+10   0.0000000E+00   0.1343467E+24  -0.3366811E+19  -0.1206280E+11   0.2700197E+02   0.8599454E+22   0.5668694E+09   0.1358874E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
   0.2780354E+09   0.4369328E+05  -0.2316712E+10   0.0000000E+00   0.1297371E+24  -0.3321259E+19  -0.1173298E+11   0.2700197E+02   0.8309755E+22   0.5630018E+09   0.1358890E+35  -0.5663361E+51   0.3517704E+51   0.4739538E+51
