   0.1510485E+09   0.1431986E+07  -0.1098485E+10   0.0000000E+00   0.1118907E+25  -0.1765540E+19  -0.7883338E+10   0.6984003E+00   0.0000000E+00   0.0000000E+00
   0.1531577E+09   0.1396929E+07  -0.1076396E+10   0.0000000E+00   0.1065355E+25  -0.1749028E+19  -0.7722475E+10   0.6984003E+00   0.0000000E+00   0.0000000E+00
   0.1552963E+09   0.1380447E+07  -0.1061678E+10   0.0000000E+00   0.1030374E+25  -0.1732737E+19  -0.7513699E+10   0.6984003E+00   0.0000000E+00   0.0000000E+00
   0.1574648E+09   0.1356913E+07  -0.1050877E+10   0.0000000E+00   0.9941189E+24  -0.1716665E+19  -0.7310633E+10   0.6984003E+00   0.0000000E+00   0.0000000E+00
   0.1596636E+09   0.1331225E+07  -0.1040918E+10   0.0000000E+00   0.9576745E+24  -0.1700809E+19  -0.7113110E+10   0.6984003E+00   0.0000000E+00   0.0000000E+00
   0.1618930E+09   0.1307557E+07  -0.1030237E+10   0.0000000E+00   0.9231115E+24  -0.1685166E+19  -0.6920979E+10   0.6984003E+00   0.0000000E+00   0.0000000E+00
   0.1641536E+09   0.1285071E+07  -0.1019317E+10   0.0000000E+00   0.8899411E+24  -0.1669734E+19  -0.6734094E+10   0.6984003E+00   0.0000000E+00   0.0000000E+00
   0.1664458E+09   0.1262939E+07  -0.1008499E+10   0.0000000E+00   0.8579177E+24  -0.1654508E+19  -0.6552312E+10   0.6984003E+00   0.0000000E+00   0.0000000E+00
   0.1687700E+09   0.1241133E+07  -0.9977590E+09   0.0000000E+00   0.8269705E+24  -0.1639486E+19  -0.6375494E+10   0.6984003E+00   0.0000000E+00   0.0000000E+00
   0.1711266E+09   0.1219737E+07  -0.9870618E+09   0.0000000E+00   0.7970893E+24  -0.1624665E+19  -0.6203504E+10   0.6984003E+00   0.0000000E+00   0.0000000E+00
   0.1735162E+09   0.1198752E+07  -0.9764032E+09   0.0000000E+00   0.7682417E+24  -0.1610043E+19  -0.6036210E+10   0.6984003E+00   0.0000000E+00   0.0000000E+00
   0.1759391E+09   0.1178158E+07  -0.9657856E+09   0.0000000E+00   0.7403887E+24  -0.1595616E+19  -0.5873484E+10   0.6984003E+00   0.0000000E+00   0.0000000E+00
   0.1783958E+09   0.1157941E+07  -0.9552094E+09   0.0000000E+00   0.7134941E+24  -0.1581382E+19  -0.5715200E+10   0.6984003E+00   0.0000000E+00   0.0000000E+00
   0.1808869E+09   0.1138090E+07  -0.9446737E+09   0.0000000E+00   0.6875240E+24  -0.1567339E+19  -0.5561238E+10   0.6984003E+00   0.0000000E+00   0.0000000E+00
   0.1834127E+09   0.1118593E+07  -0.9341777E+09   0.0000000E+00   0.6624459E+24  -0.1553482E+19  -0.5411479E+10   0.6984003E+00   0.0000000E+00   0.0000000E+00
   0.1859738E+09   0.1099441E+07  -0.9237207E+09   0.0000000E+00   0.6382283E+24  -0.1539811E+19  -0.5265809E+10   0.6984003E+00   0.0000000E+00   0.0000000E+00
   0.1885706E+09   0.1080623E+07  -0.9133022E+09   0.0000000E+00   0.6148413E+24  -0.1526321E+19  -0.5124115E+10   0.6984003E+00   0.0000000E+00   0.0000000E+00
