   0.3329590D+09   0.3833240D+07   0.0000000D+00   0.0000000D+00   0.1253916D+25  -0.8573227D+18  -0.8792003D+09
   0.3376083D+09   0.3691603D+07   0.0000000D+00   0.0000000D+00   0.1189714D+25  -0.8532570D+18  -0.8696185D+09
   0.3423225D+09   0.3554384D+07   0.0000000D+00   0.0000000D+00   0.1128535D+25  -0.8491800D+18  -0.8599571D+09
   0.3471026D+09   0.3420797D+07   0.0000000D+00   0.0000000D+00   0.1069906D+25  -0.8450924D+18  -0.8502219D+09
   0.3519494D+09   0.3290763D+07   0.0000000D+00   0.0000000D+00   0.1013786D+25  -0.8409950D+18  -0.8404171D+09
   0.3568638D+09   0.3112025D+07   0.0000000D+00   0.0000000D+00   0.9608786D+24  -0.8368888D+18  -0.8304393D+09
   0.3618469D+09   0.2625669D+07   0.0000000D+00   0.0000000D+00   0.9146158D+24  -0.8327757D+18  -0.8195365D+09
   0.3668996D+09   0.2466594D+07   0.0000000D+00   0.0000000D+00   0.8735338D+24  -0.8286642D+18  -0.8077574D+09
   0.3720229D+09   0.2387532D+07   0.0000000D+00   0.0000000D+00   0.8346891D+24  -0.8245560D+18  -0.7959468D+09
   0.3772176D+09   0.2311025D+07   0.0000000D+00   0.0000000D+00   0.7973876D+24  -0.8204516D+18  -0.7842687D+09
   0.3824849D+09   0.2236712D+07   0.0000000D+00   0.0000000D+00   0.7615185D+24  -0.8163510D+18  -0.7727224D+09
   0.3878258D+09   0.2164543D+07   0.0000000D+00   0.0000000D+00   0.7271045D+24  -0.8122544D+18  -0.7613067D+09
   0.3932412D+09   0.2094502D+07   0.0000000D+00   0.0000000D+00   0.6941375D+24  -0.8081621D+18  -0.7500206D+09
   0.3987323D+09   0.2026611D+07   0.0000000D+00   0.0000000D+00   0.6626547D+24  -0.8040743D+18  -0.7388631D+09
   0.4043000D+09   0.1960644D+07   0.0000000D+00   0.0000000D+00   0.6325267D+24  -0.7999912D+18  -0.7278333D+09
   0.4099455D+09   0.1896351D+07   0.0000000D+00   0.0000000D+00   0.6035627D+24  -0.7959130D+18  -0.7169293D+09
   0.4156698D+09   0.1833762D+07   0.0000000D+00   0.0000000D+00   0.5757701D+24  -0.7918398D+18  -0.7061488D+09
   0.4214741D+09   0.1772524D+07   0.0000000D+00   0.0000000D+00   0.5489328D+24  -0.7877721D+18  -0.6954894D+09
   0.4273593D+09   0.1713363D+07   0.0000000D+00   0.0000000D+00   0.5234864D+24  -0.7837099D+18  -0.6849493D+09
   0.4333268D+09   0.1655595D+07   0.0000000D+00   0.0000000D+00   0.4989841D+24  -0.7796535D+18  -0.6745275D+09
   0.4393776D+09   0.1599437D+07   0.0000000D+00   0.0000000D+00   0.4755177D+24  -0.7756033D+18  -0.6642217D+09
   0.4455129D+09   0.1545078D+07   0.0000000D+00   0.0000000D+00   0.4531901D+24  -0.7715593D+18  -0.6540311D+09
   0.4517339D+09   0.1492160D+07   0.0000000D+00   0.0000000D+00   0.4317763D+24  -0.7675219D+18  -0.6439547D+09
   0.4580417D+09   0.1440505D+07   0.0000000D+00   0.0000000D+00   0.4112239D+24  -0.7634913D+18  -0.6339903D+09
   0.4644376D+09   0.1390469D+07   0.0000000D+00   0.0000000D+00   0.3916435D+24  -0.7594678D+18  -0.6241362D+09
   0.4709228D+09   0.1338397D+07   0.0000000D+00   0.0000000D+00   0.3728894D+24  -0.7554517D+18  -0.6143823D+09
   0.4774986D+09   0.1281766D+07   0.0000000D+00   0.0000000D+00   0.3550383D+24  -0.7514434D+18  -0.6047015D+09
   0.4841662D+09   0.1227622D+07   0.0000000D+00   0.0000000D+00   0.3381038D+24  -0.7474435D+18  -0.5950796D+09
   0.4909268D+09   0.1176180D+07   0.0000000D+00   0.0000000D+00   0.3221461D+24  -0.7434525D+18  -0.5855223D+09
   0.4977819D+09   0.1126800D+07   0.0000000D+00   0.0000000D+00   0.3069230D+24  -0.7394711D+18  -0.5760345D+09
   0.5047328D+09   0.1079414D+07   0.0000000D+00   0.0000000D+00   0.2923943D+24  -0.7354998D+18  -0.5666193D+09
   0.5117806D+09   0.1034330D+07   0.0000000D+00   0.0000000D+00   0.2786494D+24  -0.7315392D+18  -0.5572806D+09
   0.5189269D+09   0.9911355D+06   0.0000000D+00   0.0000000D+00   0.2655413D+24  -0.7275897D+18  -0.5480226D+09
   0.5261730D+09   0.9498806D+06   0.0000000D+00   0.0000000D+00   0.2530795D+24  -0.7236518D+18  -0.5388483D+09
   0.5335203D+09   0.9105915D+06   0.0000000D+00   0.0000000D+00   0.2412658D+24  -0.7197261D+18  -0.5297615D+09
   0.5409701D+09   0.8733581D+06   0.0000000D+00   0.0000000D+00   0.2301253D+24  -0.7158129D+18  -0.5207665D+09
   0.5485240D+09   0.8377420D+06   0.0000000D+00   0.0000000D+00   0.2195154D+24  -0.7119126D+18  -0.5118667D+09
   0.5561834D+09   0.8036460D+06   0.0000000D+00   0.0000000D+00   0.2094027D+24  -0.7080257D+18  -0.5030642D+09
   0.5639497D+09   0.7710727D+06   0.0000000D+00   0.0000000D+00   0.1997844D+24  -0.7041525D+18  -0.4943609D+09
   0.5718245D+09   0.7398101D+06   0.0000000D+00   0.0000000D+00   0.1905880D+24  -0.7002934D+18  -0.4857585D+09
   0.5798092D+09   0.7100027D+06   0.0000000D+00   0.0000000D+00   0.1818490D+24  -0.6964487D+18  -0.4772584D+09
   0.5879054D+09   0.6817255D+06   0.0000000D+00   0.0000000D+00   0.1735765D+24  -0.6926186D+18  -0.4688632D+09
   0.5961147D+09   0.6546795D+06   0.0000000D+00   0.0000000D+00   0.1656746D+24  -0.6888036D+18  -0.4605750D+09
   0.6044385D+09   0.6239171D+06   0.0000000D+00   0.0000000D+00   0.1581712D+24  -0.6850039D+18  -0.4523776D+09
   0.6128787D+09   0.5069076D+06   0.0000000D+00   0.0000000D+00   0.1514491D+24  -0.6812200D+18  -0.4439458D+09
   0.6214367D+09   0.4180815D+06   0.0000000D+00   0.0000000D+00   0.1464154D+24  -0.6774576D+18  -0.4350724D+09
   0.6301141D+09   0.4081116D+06   0.0000000D+00   0.0000000D+00   0.1417526D+24  -0.6737213D+18  -0.4261368D+09
   0.6389128D+09   0.3983502D+06   0.0000000D+00   0.0000000D+00   0.1372150D+24  -0.6700104D+18  -0.4174152D+09
   0.6478343D+09   0.3888509D+06   0.0000000D+00   0.0000000D+00   0.1328329D+24  -0.6663246D+18  -0.4089020D+09
   0.6568804D+09   0.3796138D+06   0.0000000D+00   0.0000000D+00   0.1286062D+24  -0.6626634D+18  -0.4005922D+09
   0.6660528D+09   0.3705883D+06   0.0000000D+00   0.0000000D+00   0.1245072D+24  -0.6590264D+18  -0.3924805D+09
   0.6753533D+09   0.3617907D+06   0.0000000D+00   0.0000000D+00   0.1205443D+24  -0.6554132D+18  -0.3845619D+09
   0.6847836D+09   0.3532306D+06   0.0000000D+00   0.0000000D+00   0.1167208D+24  -0.6518233D+18  -0.3768316D+09
   0.6943457D+09   0.3449044D+06   0.0000000D+00   0.0000000D+00   0.1130341D+24  -0.6482563D+18  -0.3692848D+09
   0.7040412D+09   0.3367841D+06   0.0000000D+00   0.0000000D+00   0.1094684D+24  -0.6447117D+18  -0.3619171D+09
   0.7138722D+09   0.3288610D+06   0.0000000D+00   0.0000000D+00   0.1060172D+24  -0.6411893D+18  -0.3547239D+09
   0.7238404D+09   0.3211398D+06   0.0000000D+00   0.0000000D+00   0.1026822D+24  -0.6376885D+18  -0.3477007D+09
   0.7339478D+09   0.3136189D+06   0.0000000D+00   0.0000000D+00   0.9946133D+23  -0.6342090D+18  -0.3408433D+09
   0.7441963D+09   0.3062560D+06   0.0000000D+00   0.0000000D+00   0.9633189D+23  -0.6307503D+18  -0.3341475D+09
   0.7545880D+09   0.2990664D+06   0.0000000D+00   0.0000000D+00   0.9330091D+23  -0.6273121D+18  -0.3276089D+09
   0.7651247D+09   0.2920711D+06   0.0000000D+00   0.0000000D+00   0.9037746D+23  -0.6238940D+18  -0.3212238D+09
   0.7758086D+09   0.2852570D+06   0.0000000D+00   0.0000000D+00   0.8755387D+23  -0.6204955D+18  -0.3149882D+09
   0.7866417D+09   0.2785962D+06   0.0000000D+00   0.0000000D+00   0.8481537D+23  -0.6171164D+18  -0.3088984D+09
   0.7976260D+09   0.2720877D+06   0.0000000D+00   0.0000000D+00   0.8216086D+23  -0.6137562D+18  -0.3029507D+09
   0.8087637D+09   0.2657481D+06   0.0000000D+00   0.0000000D+00   0.7959710D+23  -0.6104145D+18  -0.2971414D+09
   0.8200570D+09   0.2595676D+06   0.0000000D+00   0.0000000D+00   0.7711830D+23  -0.6070910D+18  -0.2914671D+09
   0.8315079D+09   0.2535273D+06   0.0000000D+00   0.0000000D+00   0.7471486D+23  -0.6037853D+18  -0.2859244D+09
   0.8431187D+09   0.2476235D+06   0.0000000D+00   0.0000000D+00   0.7238394D+23  -0.6004971D+18  -0.2805099D+09
   0.8548917D+09   0.2418668D+06   0.0000000D+00   0.0000000D+00   0.7012984D+23  -0.5972259D+18  -0.2752204D+09
   0.8668291D+09   0.2362637D+06   0.0000000D+00   0.0000000D+00   0.6795490D+23  -0.5939715D+18  -0.2700527D+09
   0.8789331D+09   0.2307877D+06   0.0000000D+00   0.0000000D+00   0.6584552D+23  -0.5907335D+18  -0.2650039D+09
   0.8912062D+09   0.2254269D+06   0.0000000D+00   0.0000000D+00   0.6379595D+23  -0.5875115D+18  -0.2600708D+09
   0.9036506D+09   0.2202209D+06   0.0000000D+00   0.0000000D+00   0.6182347D+23  -0.5843052D+18  -0.2552506D+09
   0.9162688D+09   0.2151265D+06   0.0000000D+00   0.0000000D+00   0.5990772D+23  -0.5811142D+18  -0.2505405D+09
   0.9290632D+09   0.2101434D+06   0.0000000D+00   0.0000000D+00   0.5804799D+23  -0.5779383D+18  -0.2459376D+09
   0.9420362D+09   0.2052832D+06   0.0000000D+00   0.0000000D+00   0.5624878D+23  -0.5747771D+18  -0.2414393D+09
   0.9551904D+09   0.2005449D+06   0.0000000D+00   0.0000000D+00   0.5450915D+23  -0.5716302D+18  -0.2370429D+09
   0.9685283D+09   0.1959061D+06   0.0000000D+00   0.0000000D+00   0.5281862D+23  -0.5684973D+18  -0.2327459D+09
   0.9820525D+09   0.1913857D+06   0.0000000D+00   0.0000000D+00   0.5118479D+23  -0.5653781D+18  -0.2285457D+09
   0.9957654D+09   0.1869707D+06   0.0000000D+00   0.0000000D+00   0.4960150D+23  -0.5622724D+18  -0.2244400D+09
   0.1009670D+10   0.1826442D+06   0.0000000D+00   0.0000000D+00   0.4806112D+23  -0.5591797D+18  -0.2204263D+09
   0.1023768D+10   0.1784341D+06   0.0000000D+00   0.0000000D+00   0.4657505D+23  -0.5560998D+18  -0.2165023D+09
   0.1038064D+10   0.1743142D+06   0.0000000D+00   0.0000000D+00   0.4513150D+23  -0.5530323D+18  -0.2126657D+09
   0.1052559D+10   0.1702927D+06   0.0000000D+00   0.0000000D+00   0.4373372D+23  -0.5499770D+18  -0.2089144D+09
   0.1067257D+10   0.1663654D+06   0.0000000D+00   0.0000000D+00   0.4237931D+23  -0.5469335D+18  -0.2052463D+09
   0.1082159D+10   0.1625220D+06   0.0000000D+00   0.0000000D+00   0.4106367D+23  -0.5439017D+18  -0.2016592D+09
   0.1097270D+10   0.1587746D+06   0.0000000D+00   0.0000000D+00   0.3979136D+23  -0.5408810D+18  -0.1981510D+09
   0.1112592D+10   0.1551086D+06   0.0000000D+00   0.0000000D+00   0.3855614D+23  -0.5378714D+18  -0.1947199D+09
   0.1128128D+10   0.1515278D+06   0.0000000D+00   0.0000000D+00   0.3735894D+23  -0.5348725D+18  -0.1913638D+09
   0.1143880D+10   0.1480266D+06   0.0000000D+00   0.0000000D+00   0.3619733D+23  -0.5318839D+18  -0.1880809D+09
   0.1159853D+10   0.1446075D+06   0.0000000D+00   0.0000000D+00   0.3507192D+23  -0.5289055D+18  -0.1848694D+09
   0.1176049D+10   0.1412674D+06   0.0000000D+00   0.0000000D+00   0.3398110D+23  -0.5259370D+18  -0.1817274D+09
   0.1192471D+10   0.1379972D+06   0.0000000D+00   0.0000000D+00   0.3292107D+23  -0.5229780D+18  -0.1786532D+09
   0.1209122D+10   0.1348039D+06   0.0000000D+00   0.0000000D+00   0.3189410D+23  -0.5200284D+18  -0.1756451D+09
   0.1226005D+10   0.1316802D+06   0.0000000D+00   0.0000000D+00   0.3089722D+23  -0.5170878D+18  -0.1727013D+09
   0.1243125D+10   0.1286330D+06   0.0000000D+00   0.0000000D+00   0.2993269D+23  -0.5141560D+18  -0.1698204D+09
   0.1260483D+10   0.1256503D+06   0.0000000D+00   0.0000000D+00   0.2899565D+23  -0.5112327D+18  -0.1670007D+09
   0.1278084D+10   0.1227290D+06   0.0000000D+00   0.0000000D+00   0.2808476D+23  -0.5083177D+18  -0.1642407D+09
   0.1295931D+10   0.1198790D+06   0.0000000D+00   0.0000000D+00   0.2720340D+23  -0.5054108D+18  -0.1615388D+09
   0.1314027D+10   0.1170893D+06   0.0000000D+00   0.0000000D+00   0.2634721D+23  -0.5025116D+18  -0.1588936D+09
   0.1332375D+10   0.1143629D+06   0.0000000D+00   0.0000000D+00   0.2551709D+23  -0.4996200D+18  -0.1563037D+09
   0.1350980D+10   0.1116998D+06   0.0000000D+00   0.0000000D+00   0.2471277D+23  -0.4967357D+18  -0.1537677D+09
   0.1369845D+10   0.1090896D+06   0.0000000D+00   0.0000000D+00   0.2393031D+23  -0.4938585D+18  -0.1512842D+09
   0.1388972D+10   0.1065373D+06   0.0000000D+00   0.0000000D+00   0.2317124D+23  -0.4909881D+18  -0.1488518D+09
   0.1408367D+10   0.1040446D+06   0.0000000D+00   0.0000000D+00   0.2243594D+23  -0.4881243D+18  -0.1464693D+09
   0.1428033D+10   0.1016050D+06   0.0000000D+00   0.0000000D+00   0.2172197D+23  -0.4852668D+18  -0.1441355D+09
   0.1447974D+10   0.9921743D+05   0.0000000D+00   0.0000000D+00   0.2102867D+23  -0.4824156D+18  -0.1418490D+09
   0.1468193D+10   0.9688097D+05   0.0000000D+00   0.0000000D+00   0.2035559D+23  -0.4795703D+18  -0.1396087D+09
   0.1488694D+10   0.9459859D+05   0.0000000D+00   0.0000000D+00   0.1970356D+23  -0.4767307D+18  -0.1374134D+09
   0.1509481D+10   0.9236387D+05   0.0000000D+00   0.0000000D+00   0.1907016D+23  -0.4738966D+18  -0.1352620D+09
   0.1530559D+10   0.9017617D+05   0.0000000D+00   0.0000000D+00   0.1845502D+23  -0.4710679D+18  -0.1331534D+09
   0.1551931D+10   0.8803673D+05   0.0000000D+00   0.0000000D+00   0.1785843D+23  -0.4682443D+18  -0.1310864D+09
   0.1573602D+10   0.8594297D+05   0.0000000D+00   0.0000000D+00   0.1727929D+23  -0.4654256D+18  -0.1290600D+09
   0.1595575D+10   0.8389513D+05   0.0000000D+00   0.0000000D+00   0.1671756D+23  -0.4626117D+18  -0.1270731D+09
   0.1617855D+10   0.8189045D+05   0.0000000D+00   0.0000000D+00   0.1617216D+23  -0.4598022D+18  -0.1251248D+09
   0.1640446D+10   0.7992709D+05   0.0000000D+00   0.0000000D+00   0.1564235D+23  -0.4569972D+18  -0.1232141D+09
   0.1663352D+10   0.7800740D+05   0.0000000D+00   0.0000000D+00   0.1512874D+23  -0.4541963D+18  -0.1213399D+09
