   0.1510485E+09   0.1732917E+06  -0.2870268E+10   0.0000000E+00   0.8109384E+24  -0.5266589E+19  -0.3403180E+11   0.1905773E+02   0.6654608E+23   0.8029315E+09   0.1171419E+35  -0.8182874E+51
   0.1531577E+09   0.1668850E+06  -0.2821631E+10   0.0000000E+00   0.7661844E+24  -0.5195304E+19  -0.3333218E+11   0.1905773E+02   0.6756050E+23   0.8209368E+09   0.1171429E+35  -0.8182874E+51
   0.1552963E+09   0.1645660E+06  -0.2795577E+10   0.0000000E+00   0.7424041E+24  -0.5125000E+19  -0.3242074E+11   0.1905773E+02   0.6594033E+23   0.8177077E+09   0.1171440E+35  -0.8182874E+51
   0.1574648E+09   0.1607901E+06  -0.2780228E+10   0.0000000E+00   0.7170214E+24  -0.5055664E+19  -0.3153423E+11   0.1905773E+02   0.6358321E+23   0.8117655E+09   0.1171451E+35  -0.8182874E+51
   0.1596636E+09   0.1574069E+06  -0.2760834E+10   0.0000000E+00   0.6921484E+24  -0.4987282E+19  -0.3067197E+11   0.1905773E+02   0.6137090E+23   0.8060619E+09   0.1171462E+35  -0.8182874E+51
   0.1618930E+09   0.1542293E+06  -0.2740977E+10   0.0000000E+00   0.6685312E+24  -0.4919841E+19  -0.2983329E+11   0.1905773E+02   0.5931081E+23   0.8005858E+09   0.1171473E+35  -0.8182874E+51
   0.1641536E+09   0.1510890E+06  -0.2721425E+10   0.0000000E+00   0.6456571E+24  -0.4853328E+19  -0.2901754E+11   0.1905773E+02   0.5731214E+23   0.7951169E+09   0.1171485E+35  -0.8182874E+51
   0.1664458E+09   0.1480050E+06  -0.2702054E+10   0.0000000E+00   0.6235486E+24  -0.4787730E+19  -0.2822411E+11   0.1905773E+02   0.5537742E+23   0.7896790E+09   0.1171497E+35  -0.8182874E+51
   0.1687700E+09   0.1449860E+06  -0.2682801E+10   0.0000000E+00   0.6021984E+24  -0.4723035E+19  -0.2745238E+11   0.1905773E+02   0.5350849E+23   0.7842794E+09   0.1171509E+35  -0.8182874E+51
   0.1711266E+09   0.1420294E+06  -0.2663673E+10   0.0000000E+00   0.5815786E+24  -0.4659231E+19  -0.2670176E+11   0.1905773E+02   0.5170311E+23   0.7789182E+09   0.1171522E+35  -0.8182874E+51
   0.1735162E+09   0.1391333E+06  -0.2644674E+10   0.0000000E+00   0.5616634E+24  -0.4596304E+19  -0.2597167E+11   0.1905773E+02   0.4995885E+23   0.7735943E+09   0.1171534E+35  -0.8182874E+51
   0.1759391E+09   0.1362966E+06  -0.2625803E+10   0.0000000E+00   0.5424286E+24  -0.4534244E+19  -0.2526154E+11   0.1905773E+02   0.4827364E+23   0.7683074E+09   0.1171547E+35  -0.8182874E+51
   0.1783958E+09   0.1335181E+06  -0.2607057E+10   0.0000000E+00   0.5238511E+24  -0.4473037E+19  -0.2457084E+11   0.1905773E+02   0.4664548E+23   0.7630574E+09   0.1171560E+35  -0.8182874E+51
   0.1808869E+09   0.1307966E+06  -0.2588437E+10   0.0000000E+00   0.5059085E+24  -0.4412672E+19  -0.2389903E+11   0.1905773E+02   0.4507243E+23   0.7578440E+09   0.1171574E+35  -0.8182874E+51
   0.1834127E+09   0.1281309E+06  -0.2569941E+10   0.0000000E+00   0.4885791E+24  -0.4353138E+19  -0.2324559E+11   0.1905773E+02   0.4355264E+23   0.7526670E+09   0.1171588E+35  -0.8182874E+51
   0.1859738E+09   0.1255199E+06  -0.2551568E+10   0.0000000E+00   0.4718419E+24  -0.4294424E+19  -0.2261002E+11   0.1905773E+02   0.4208429E+23   0.7475261E+09   0.1171602E+35  -0.8182874E+51
   0.1885706E+09   0.1229624E+06  -0.2533318E+10   0.0000000E+00   0.4556769E+24  -0.4236517E+19  -0.2199184E+11   0.1905773E+02   0.4066563E+23   0.7424210E+09   0.1171616E+35  -0.8182874E+51
   0.1912038E+09   0.1204573E+06  -0.2515190E+10   0.0000000E+00   0.4400643E+24  -0.4179407E+19  -0.2139056E+11   0.1905773E+02   0.3929499E+23   0.7373516E+09   0.1171631E+35  -0.8182874E+51
   0.1938737E+09   0.1180036E+06  -0.2497182E+10   0.0000000E+00   0.4249855E+24  -0.4123082E+19  -0.2080573E+11   0.1905773E+02   0.3797072E+23   0.7323175E+09   0.1171646E+35  -0.8182874E+51
   0.1965808E+09   0.1156002E+06  -0.2479295E+10   0.0000000E+00   0.4104220E+24  -0.4067533E+19  -0.2023689E+11   0.1905773E+02   0.3669127E+23   0.7273185E+09   0.1171661E+35  -0.8182874E+51
