   0.1510485E+09   0.1416713E+06  -0.3434520E+10   0.0000000E+00   0.9158047E+24  -0.7050313E+19  -0.4593958E+11   0.2321561E+02   0.5584650E+23   0.8136217E+09   0.1581300E+35  -0.6202004E+51   0.9308876E+50   0.1717284E+51   0.6005245E+24
   0.1531577E+09   0.1363258E+06  -0.3376299E+10   0.0000000E+00   0.8648954E+24  -0.6954086E+19  -0.4499508E+11   0.2321561E+02   0.5809182E+23   0.8422044E+09   0.1581308E+35  -0.6202004E+51   0.9308876E+50   0.1717284E+51   0.6260339E+24
   0.1552963E+09   0.1344674E+06  -0.3347632E+10   0.0000000E+00   0.8386476E+24  -0.6859183E+19  -0.4376457E+11   0.2321561E+02   0.5646914E+23   0.8371634E+09   0.1581317E+35  -0.6202004E+51   0.9308876E+50   0.1717284E+51   0.6526268E+24
   0.1574648E+09   0.1313102E+06  -0.3328648E+10   0.0000000E+00   0.8092524E+24  -0.6765586E+19  -0.4256772E+11   0.2321561E+02   0.5438537E+23   0.8307321E+09   0.1581326E+35  -0.6202004E+51   0.9308876E+50   0.1717284E+51   0.6803493E+24
   0.1596636E+09   0.1285927E+06  -0.3305125E+10   0.0000000E+00   0.7814128E+24  -0.6673278E+19  -0.4140361E+11   0.2321561E+02   0.5253490E+23   0.8251303E+09   0.1581335E+35  -0.6202004E+51   0.9308876E+50   0.1717284E+51   0.7092495E+24
   0.1618930E+09   0.1259912E+06  -0.3281540E+10   0.0000000E+00   0.7547586E+24  -0.6582241E+19  -0.4027133E+11   0.2321561E+02   0.5076629E+23   0.8194908E+09   0.1581345E+35  -0.6202004E+51   0.9308876E+50   0.1717284E+51   0.7393773E+24
   0.1641536E+09   0.1234149E+06  -0.3258336E+10   0.0000000E+00   0.7289347E+24  -0.6492456E+19  -0.3917003E+11   0.2321561E+02   0.4905012E+23   0.8138779E+09   0.1581354E+35  -0.6202004E+51   0.9308876E+50   0.1717284E+51   0.7707849E+24
   0.1664458E+09   0.1208908E+06  -0.3235286E+10   0.0000000E+00   0.7039871E+24  -0.6403908E+19  -0.3809884E+11   0.2321561E+02   0.4739095E+23   0.8083015E+09   0.1581364E+35  -0.6202004E+51   0.9308876E+50   0.1717284E+51   0.8035266E+24
   0.1687700E+09   0.1184199E+06  -0.3212382E+10   0.0000000E+00   0.6798962E+24  -0.6316579E+19  -0.3705696E+11   0.2321561E+02   0.4578846E+23   0.8027646E+09   0.1581374E+35  -0.6202004E+51   0.9308876E+50   0.1717284E+51   0.8376592E+24
   0.1711266E+09   0.1159997E+06  -0.3189633E+10   0.0000000E+00   0.6566280E+24  -0.6230451E+19  -0.3604357E+11   0.2321561E+02   0.4424035E+23   0.7972665E+09   0.1581384E+35  -0.6202004E+51   0.9308876E+50   0.1717284E+51   0.8732416E+24
